,,,,,,
,Url,Anchor Text,External,,,
,https://www.lawyers.com/ask-a-lawyer-question/real-estate/new-york/#navigationSkipped,Skip to Main Content,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/real-estate/new-york/#,×,FALSE,,,
,http://my.martindale-avvo.com/,Go back to Martindale-Avvo ➔,TRUE,,,
,https://www.lawyers.com/,,FALSE,,,
,https://www.lawyers.com/find-a-lawyer/,Find A Lawyer,FALSE,,,
,https://www.lawyers.com/find-a-lawyer/all-areas-practice/,By Practice Area,FALSE,,,
,https://www.lawyers.com/find-a-lawyer/#by-location,By Location,FALSE,,,
,https://www.lawyers.com/espanol/find-a-lawyer/,Spanish Speaking Lawyers,FALSE,,,
,https://www.lawyers.com/canada/find-a-lawyer/,Canadian Lawyers,FALSE,,,
,https://www.lawyers.com/understand-your-legal-issue/,Understand Your Legal Issue,FALSE,,,
,https://www.lawyers.com/legal-info/bankruptcy/,Bankruptcy Articles,FALSE,,,
,https://www.lawyers.com/legal-info/business-law/,Business Law Articles,FALSE,,,
,https://www.lawyers.com/legal-info/criminal/,Criminal Law Articles,FALSE,,,
,https://www.lawyers.com/legal-info/family-law/divorce/,Divorce Articles,FALSE,,,
,https://www.lawyers.com/legal-info/family-law/,Family Law Articles,FALSE,,,
,https://www.lawyers.com/legal-info/immigration/,Immigration Articles,FALSE,,,
,https://www.lawyers.com/legal-info/labor-employment-law/,Labor and Employment Articles,FALSE,,,
,https://www.lawyers.com/legal-info/personal-injury/,Personal Injury Articles,FALSE,,,
,https://www.lawyers.com/legal-info/real-estate/,Real Estate Law Articles,FALSE,,,
,https://www.lawyers.com/legal-info/research/#by-location,View Articles by State,FALSE,,,
,https://www.lawyers.com/legal-info/recent-articles/,View Recent Articles,FALSE,,,
,https://www.lawyers.com/legal-info/research/areas-of-law.html,View All Practice Areas,FALSE,,,
,https://www.lawyers.com/covid-19-legal-information/,COVID-19 Resources,FALSE,,,
,https://www.lawyers.com/legal-info/cost-duration-outcomes/,Legal Cost and Outcomes,FALSE,,,
,https://blogs.lawyers.com/attorney/,Lawyer Blogs,TRUE,,,
,https://www.lawyers.com/ask-a-lawyer-question/,Ask a Question,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/#recent-answers,Recently Answered Questions,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/criminal-law/,Criminal Defense Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/family-law/,Family Law Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/bankruptcy/,Bankruptcy Law Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/personal-injury/,Personal Injury Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/immigration/,Immigration Law Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/trusts-and-estates/,Trusts and Estate Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/real-estate/,Real Estate Answers,FALSE,,,
,https://www.lawyers.com/login/,Attorney Log In,FALSE,,,
,https://www.martindale.com/marketyourfirm/,Law Firm Marketing,TRUE,,,
,https://www.martindale.com/marketyourfirm/,Law Firm Marketing,TRUE,,,
,https://www.lawyers.com/,,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/real-estate/new-york/#search-question,Q & A,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/real-estate/new-york/#search-lawyers,Lawyers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/real-estate/new-york/#search-all,Legal Issue,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/real-estate/new-york/#,,FALSE,,,
,https://www.lawyers.com/find-a-lawyer/,Find a Lawyer,FALSE,,,
,https://www.lawyers.com/find-a-lawyer/all-areas-practice/,By Practice Area,FALSE,,,
,https://www.lawyers.com/find-a-lawyer/#by-location,By Location,FALSE,,,
,https://www.lawyers.com/espanol/find-a-lawyer/,Spanish Speaking Lawyers,FALSE,,,
,https://www.lawyers.com/canada/find-a-lawyer/,Canadian Lawyers,FALSE,,,
,https://www.lawyers.com/understand-your-legal-issue/,Legal Articles,FALSE,,,
,https://www.lawyers.com/understand-your-legal-issue/,Understand your legal issue,FALSE,,,
,https://www.lawyers.com/legal-info/bankruptcy/,Bankruptcy Articles,FALSE,,,
,https://www.lawyers.com/legal-info/business-law/,Business Law Articles,FALSE,,,
,https://www.lawyers.com/legal-info/criminal/,Criminal Law Articles,FALSE,,,
,https://www.lawyers.com/legal-info/family-law/divorce/,Divorce Articles,FALSE,,,
,https://www.lawyers.com/legal-info/family-law/,Family Law Articles,FALSE,,,
,https://www.lawyers.com/legal-info/immigration/,Immigration Articles,FALSE,,,
,https://www.lawyers.com/legal-info/labor-employment-law/,Labor and Employment Articles,FALSE,,,
,https://www.lawyers.com/legal-info/personal-injury/,Personal Injury Articles,FALSE,,,
,https://www.lawyers.com/legal-info/real-estate/,Real Estate Law Articles,FALSE,,,
,https://www.lawyers.com/legal-info/research/#by-location,View Articles by State,FALSE,,,
,https://www.lawyers.com/legal-info/recent-articles/,View Recent Articles,FALSE,,,
,https://www.lawyers.com/legal-info/research/areas-of-law.html,View All Practice Areas,FALSE,,,
,https://www.lawyers.com/covid-19-legal-information/,COVID-19 Resources,FALSE,,,
,https://www.lawyers.com/legal-info/cost-duration-outcomes/,Legal Cost and Outcomes,FALSE,,,
,https://blogs.lawyers.com/attorney/,Lawyer Blogs,TRUE,,,
,https://www.lawyers.com/ask-a-lawyer-question/,Ask a Lawyer,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/,Ask a Question,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/#recent-answers,Recently Answered Questions,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/criminal-law/,Criminal Defense Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/family-law/,Family Law Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/bankruptcy/,Bankruptcy Law Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/personal-injury/,Personal Injury Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/immigration/,Immigration Law Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/trusts-and-estates/,Trusts and Estate Answers,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/real-estate/,Real Estate Answers,FALSE,,,
,https://www.lawyers.com/login/,Attorney Log In,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/,Ask a Lawyer,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/all-legal-issues/new-york/,New York,FALSE,,,
,https://www.internetbrands.com/ibterms/,Terms and Conditions,TRUE,,,
,https://www.internetbrands.com/privacy/privacy-main.html,Privacy Policy,TRUE,,,
,https://www.lawyers.com/ask-a-lawyer-question/administrative-law/new-york/,Administrative,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/adoptions/new-york/,Adoptions,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/alternative-dispute-resolution/new-york/,Alternative Dispute Resolution,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/americans-with-disabilities-act/new-york/,Americans With Disabilities Act,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/animal-law/new-york/,Animal,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/arbitration/new-york/,Arbitration,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/assault/new-york/,Assault,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/asset-protection/new-york/,Asset Protection,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/asylum/new-york/,Asylum,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/banking-law/new-york/,Banking,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/bankruptcy/new-york/,Bankruptcy,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/breach-of-contract/new-york/,Breach Of Contract,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/business-law/new-york/,Business,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/business-formation/new-york/,Business Formation,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/business-litigation/new-york/,Business Litigation,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/automobile-accidents/new-york/,Car Accident,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/child-abuse-and-neglect/new-york/,Child Abuse And Neglect,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/child-custody/new-york/,Child Custody,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/child-support/new-york/,Child Support,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/citizenship/new-york/,Citizenship,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/civil-litigation/new-york/,Civil Litigation,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/civil-rights/new-york/,Civil Rights,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/collections/new-york/,Collections,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/commercial-litigation/new-york/,Commercial Litigation,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/commercial-real-estate/new-york/,Commercial Real Estate,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/communications-and-media/new-york/,Communications And Media,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/condominium-law/new-york/,Condominium,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/constitutional-law/new-york/,Constitutional,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/construction-law/new-york/,Construction,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/consumer-law/new-york/,Consumer,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/consumer-fraud/new-york/,Consumer Fraud,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/contracts/new-york/,Contracts,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/copyrights/new-york/,Copyrights,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/corporate-law/new-york/,Corporate,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/criminal-law/new-york/,Criminal Defense,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/dui-dwi/new-york/,DUI/DWI,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/debtor-and-creditor/new-york/,Debtor And Creditor,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/discrimination/new-york/,Discrimination,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/divorce/new-york/,Divorce,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/domestic-violence/new-york/,Domestic Violence,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/drug-crimes/new-york/,Drug Crimes,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/education-law/new-york/,Education,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/elder-law/new-york/,Elder,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/employee-benefits/new-york/,Employee Benefits,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/labor-and-employment/new-york/,Employment,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/employment-contracts/new-york/,Employment Contracts,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/entertainment-law/new-york/,Entertainment,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/environmental-law/new-york/,Environmental,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/estate-litigation/new-york/,Estate Litigation,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/estate-planning/new-york/,Estate Planning,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/expungements/new-york/,Expungements,FALSE,,,
,https://www.lawyers.com/ask-a-lawyer-question/family-law/new-york/,Family,FALSE,,,
